date,product_id,category,price,cost,discount_pct,units_sold,revenue,inventory_level,competitor_price,season,day_of_week,profit,margin_pct,price_diff_competitor
27-05-2024,P115,Home,433.5,377.14,15,6,2601.0,253,450.23,Holiday,Monday,338.15999999999985,0.1300115340253748,-16.730000000000018
27-05-2024,P116,Fashion,696.0,479.68,0,0,0.0,384,704.76,Festival,Monday,0.0,,-8.759999999999991
27-05-2024,P117,Electronics,880.2,627.92,10,2,1760.4,488,879.14,Normal,Monday,504.5600000000002,0.28661667802772106,1.0600000000000591
27-05-2024,P118,Sports,1336.65,1080.27,5,0,0.0,388,1343.67,Festival,Monday,0.0,,-7.019999999999982
27-05-2024,P119,Fashion,488.7,391.52,10,3,1466.1,158,467.82,Normal,Monday,291.53999999999996,0.19885410272150603,20.879999999999995
28-05-2024,P100,Sports,917.0,630.61,0,0,0.0,286,927.05,Normal,Tuesday,0.0,,-10.049999999999955
28-05-2024,P101,Sports,569.7,473.95,10,0,0.0,405,547.99,Festival,Tuesday,0.0,,21.710000000000036
28-05-2024,P102,Sports,860.2,722.64,15,0,0.0,490,891.09,Normal,Tuesday,0.0,,-30.889999999999986
28-05-2024,P103,Sports,521.55,331.27,5,0,0.0,495,541.41,Normal,Tuesday,0.0,,-19.860000000000014
28-05-2024,P104,Sports,232.0,149.8,0,7,1624.0,475,230.14,Sale,Tuesday,575.3999999999999,0.3543103448275861,1.8600000000000136
28-05-2024,P105,Electronics,355.0,221.04,0,0,0.0,488,371.42,Normal,Tuesday,0.0,,-16.420000000000016
28-05-2024,P106,Electronics,1291.0,781.19,0,0,0.0,284,1247.43,Normal,Tuesday,0.0,,43.569999999999936
28-05-2024,P107,Fashion,756.2,636.47,5,3,2268.6,52,746.77,Festival,Tuesday,359.1899999999998,0.15833112933086477,9.430000000000064
28-05-2024,P108,Sports,1015.0,641.59,0,0,0.0,359,1015.88,Normal,Tuesday,0.0,,-0.8799999999999955
28-05-2024,P109,Sports,783.0,532.75,10,1,783.0,154,802.57,Sale,Tuesday,250.25,0.31960408684546615,-19.57000000000005
28-05-2024,P110,Home,706.5,548.2,10,1,706.5,286,707.67,Normal,Tuesday,158.29999999999995,0.22406227883934884,-1.169999999999959
28-05-2024,P111,Sports,336.0,243.95,0,1,336.0,44,325.09,Normal,Tuesday,92.05000000000001,0.27395833333333336,10.910000000000025
28-05-2024,P112,Fashion,357.0,306.18,15,3,1071.0,224,370.52,Holiday,Tuesday,152.46000000000004,0.14235294117647063,-13.519999999999982
28-05-2024,P113,Fashion,1264.5,843.06,10,0,0.0,434,1299.62,Normal,Tuesday,0.0,,-35.11999999999989
28-05-2024,P114,Electronics,549.95,454.94,15,0,0.0,399,536.96,Normal,Tuesday,0.0,,12.990000000000009
28-05-2024,P115,Home,1248.3,872.61,5,0,0.0,287,1220.74,Normal,Tuesday,0.0,,27.559999999999945
28-05-2024,P116,Home,465.0,302.16,0,1,465.0,297,486.66,Normal,Tuesday,162.83999999999997,0.3501935483870967,-21.660000000000025
28-05-2024,P117,Fashion,304.0,211.41,5,4,1216.0,216,307.8,Normal,Tuesday,370.36,0.3045723684210526,-3.8000000000000114
28-05-2024,P118,Home,948.0,733.23,0,0,0.0,291,988.69,Holiday,Tuesday,0.0,,-40.690000000000055
28-05-2024,P119,Home,807.5,607.04,5,2,1615.0,146,829.72,Normal,Tuesday,400.9200000000001,0.2482476780185759,-22.220000000000027
29-05-2024,P100,Fashion,681.0,439.28,0,2,1362.0,272,674.19,Normal,Wednesday,483.44000000000005,0.3549486049926579,6.809999999999945
29-05-2024,P101,Sports,331.2,265.39,10,0,0.0,404,322.22,Normal,Wednesday,0.0,,8.979999999999961
29-05-2024,P102,Fashion,1109.7,879.08,10,1,1109.7,193,1080.71,Normal,Wednesday,230.62,0.20782193385599712,28.99000000000001
29-05-2024,P103,Electronics,1368.0,998.98,5,5,6840.0,115,1427.23,Normal,Wednesday,1845.1000000000004,0.26975146198830413,-59.23000000000002
29-05-2024,P104,Home,417.05,293.91,5,3,1251.15,284,414.79,Normal,Wednesday,369.4200000000001,0.2952643567917516,2.259999999999991
29-05-2024,P105,Fashion,1227.4,886.91,5,0,0.0,462,1231.24,Holiday,Wednesday,0.0,,-3.839999999999918
29-05-2024,P106,Home,1315.0,982.81,0,2,2630.0,95,1329.65,Holiday,Wednesday,664.3800000000001,0.2526159695817491,-14.650000000000091
29-05-2024,P107,Sports,320.0,193.24,0,5,1600.0,50,307.2,Normal,Wednesday,633.8,0.39612499999999995,12.800000000000011
29-05-2024,P108,Fashion,1399.35,939.59,5,0,0.0,307,1356.87,Normal,Wednesday,0.0,,42.48000000000002
29-05-2024,P109,Fashion,992.0,730.93,0,0,0.0,210,945.13,Normal,Wednesday,0.0,,46.870000000000005
29-05-2024,P110,Sports,701.1,594.64,10,0,0.0,461,679.6,Normal,Wednesday,0.0,,21.5
29-05-2024,P111,Electronics,1429.0,974.79,0,4,5716.0,459,1412.8,Normal,Wednesday,1816.8400000000001,0.31785164450664805,16.200000000000045
29-05-2024,P112,Fashion,418.0,327.08,5,2,836.0,125,437.31,Normal,Wednesday,181.84000000000003,0.21751196172248807,-19.310000000000002
29-05-2024,P113,Electronics,234.0,184.87,0,4,936.0,307,235.48,Holiday,Wednesday,196.51999999999998,0.20995726495726494,-1.4799999999999898
29-05-2024,P114,Home,1097.1,738.48,10,0,0.0,116,1129.1,Normal,Wednesday,0.0,,-32.0
29-05-2024,P115,Home,408.0,256.89,0,3,1224.0,414,418.2,Sale,Wednesday,453.33000000000004,0.3703676470588236,-10.199999999999989
29-05-2024,P116,Home,999.0,707.08,0,0,0.0,110,1038.93,Normal,Wednesday,0.0,,-39.930000000000064
29-05-2024,P117,Sports,405.0,288.69,0,4,1620.0,161,416.14,Normal,Wednesday,465.24,0.2871851851851852,-11.139999999999986
29-05-2024,P118,Fashion,809.4,592.54,5,0,0.0,146,833.87,Normal,Wednesday,0.0,,-24.470000000000027
29-05-2024,P119,Fashion,519.0,340.81,0,3,1557.0,273,524.63,Normal,Wednesday,534.5699999999999,0.34333333333333327,-5.6299999999999955
30-05-2024,P100,Sports,542.0,337.78,0,1,542.0,191,550.67,Festival,Thursday,204.22000000000003,0.376789667896679,-8.669999999999959
30-05-2024,P101,Electronics,510.0,377.66,0,2,1020.0,365,518.69,Normal,Thursday,264.67999999999995,0.2594901960784313,-8.690000000000055
30-05-2024,P102,Electronics,1408.85,1082.18,5,1,1408.85,360,1432.51,Holiday,Thursday,326.66999999999985,0.2318699648649607,-23.660000000000082
30-05-2024,P103,Fashion,1143.9,995.34,10,3,3431.7,460,1135.46,Normal,Thursday,445.67999999999984,0.12987149226330968,8.440000000000055
30-05-2024,P104,Sports,1484.0,1103.28,0,2,2968.0,465,1497.5,Normal,Thursday,761.44,0.25654986522911055,-13.5
30-05-2024,P105,Electronics,1279.0,777.69,0,2,2558.0,360,1306.31,Festival,Thursday,1002.6199999999999,0.39195465207193114,-27.309999999999945
30-05-2024,P106,Fashion,410.4,277.69,10,2,820.8,363,428.03,Sale,Thursday,265.41999999999996,0.32336744639376214,-17.629999999999995
30-05-2024,P107,Fashion,195.3,148.88,10,8,1562.4,49,194.33,Sale,Thursday,371.3600000000001,0.23768561187916035,0.9699999999999989
30-05-2024,P108,Home,1233.35,1142.93,15,0,0.0,58,1288.47,Festival,Thursday,0.0,,-55.12000000000012
30-05-2024,P109,Home,338.2,244.82,5,4,1352.8,142,338.07,Holiday,Thursday,373.52,0.27610881135422827,0.12999999999999545
30-05-2024,P110,Sports,1237.5,1050.24,10,1,1237.5,98,1292.62,Normal,Thursday,187.26,0.1513212121212121,-55.11999999999989
30-05-2024,P111,Sports,412.2,292.68,10,2,824.4,261,394.86,Normal,Thursday,239.03999999999996,0.28995633187772923,17.339999999999975
30-05-2024,P112,Home,279.0,244.07,10,1,279.0,141,285.44,Sale,Thursday,34.93000000000001,0.1251971326164875,-6.439999999999998
30-05-2024,P113,Fashion,1346.0,834.44,0,0,0.0,452,1288.87,Normal,Thursday,0.0,,57.13000000000011
30-05-2024,P114,Electronics,1122.85,971.67,15,0,0.0,180,1081.91,Normal,Thursday,0.0,,40.93999999999983
30-05-2024,P115,Electronics,745.0,512.48,0,0,0.0,397,715.22,Normal,Thursday,0.0,,29.779999999999973
30-05-2024,P116,Sports,302.4,229.28,10,6,1814.4,471,303.95,Festival,Thursday,438.72,0.2417989417989418,-1.5500000000000114
30-05-2024,P117,Home,1137.0,802.63,0,4,4548.0,213,1159.81,Festival,Thursday,1337.48,0.29408091468777486,-22.809999999999945
30-05-2024,P118,Electronics,1052.0,750.44,0,4,4208.0,193,1076.73,Normal,Thursday,1206.2399999999998,0.2866539923954372,-24.730000000000018
30-05-2024,P119,Electronics,1255.0,879.78,0,0,0.0,418,1307.14,Normal,Thursday,0.0,,-52.1400000000001
31-05-2024,P100,Fashion,1056.4,818.55,5,1,1056.4,233,1065.14,Normal,Friday,237.85000000000014,0.22515145778114362,-8.740000000000009
31-05-2024,P101,Electronics,778.0,521.78,0,0,0.0,444,792.96,Sale,Friday,0.0,,-14.960000000000036
31-05-2024,P102,Fashion,594.0,470.03,0,2,1188.0,183,570.04,Normal,Friday,247.94000000000005,0.20870370370370375,23.960000000000036
31-05-2024,P103,Fashion,220.15,173.77,15,5,1100.75,278,230.21,Normal,Friday,231.89999999999998,0.21067454008630476,-10.060000000000002
31-05-2024,P104,Home,539.0,391.3,0,0,0.0,456,545.93,Holiday,Friday,0.0,,-6.92999999999995
31-05-2024,P105,Sports,963.05,713.16,15,2,1926.1,298,959.4,Normal,Friday,499.78,0.2594777010539432,3.6499999999999773
31-05-2024,P106,Fashion,223.0,144.94,0,5,1115.0,22,225.91,Normal,Friday,390.29999999999995,0.3500448430493273,-2.9099999999999966
31-05-2024,P107,Electronics,384.75,278.72,5,5,1923.75,346,403.47,Holiday,Friday,530.1499999999999,0.2755815464587394,-18.720000000000027
31-05-2024,P108,Sports,708.7,562.53,5,0,0.0,94,694.03,Normal,Friday,0.0,,14.670000000000073
31-05-2024,P109,Fashion,1063.35,948.96,15,5,5316.75,383,1104.76,Normal,Friday,571.9499999999998,0.10757511637748621,-41.41000000000008
31-05-2024,P110,Fashion,292.0,232.62,0,4,1168.0,134,279.34,Normal,Friday,237.51999999999998,0.20335616438356163,12.660000000000025
31-05-2024,P111,Home,339.0,261.03,0,4,1356.0,261,323.47,Normal,Friday,311.8800000000001,0.2300000000000001,15.529999999999973
31-05-2024,P112,Sports,257.0,173.03,0,3,771.0,429,258.55,Normal,Friday,251.90999999999997,0.32673151750972756,-1.5500000000000114
31-05-2024,P113,Sports,783.0,536.2,0,3,2349.0,449,809.57,Normal,Friday,740.3999999999999,0.31519795657726685,-26.57000000000005
31-05-2024,P114,Sports,1359.45,895.22,5,0,0.0,238,1358.38,Normal,Friday,0.0,,1.0699999999999363
31-05-2024,P115,Home,937.0,583.77,0,0,0.0,215,910.03,Normal,Friday,0.0,,26.970000000000027
31-05-2024,P116,Electronics,1247.35,1006.58,5,2,2494.7,129,1291.85,Normal,Friday,481.53999999999974,0.19302521345251925,-44.5
31-05-2024,P117,Sports,1191.0,728.16,0,0,0.0,48,1153.98,Holiday,Friday,0.0,,37.01999999999998
31-05-2024,P118,Electronics,1420.0,961.17,0,2,2840.0,132,1392.01,Normal,Friday,917.6600000000001,0.3231197183098592,27.99000000000001
31-05-2024,P119,Fashion,1228.5,1049.42,10,0,0.0,30,1179.42,Holiday,Friday,0.0,,49.07999999999993
01-06-2024,P100,Home,1117.2,746.3,5,2,2234.4,109,1124.31,Festival,Saturday,741.8000000000002,0.33199069101324746,-7.1099999999999
01-06-2024,P101,Fashion,907.0,703.19,0,3,2721.0,224,931.42,Normal,Saturday,611.4299999999998,0.22470782800441008,-24.41999999999996
01-06-2024,P102,Fashion,1124.1,841.23,10,1,1124.1,251,1071.19,Normal,Saturday,282.8699999999999,0.2516413130504403,52.909999999999854
01-06-2024,P103,Fashion,786.6,656.43,5,2,1573.2,178,824.58,Normal,Saturday,260.34000000000015,0.16548436308161718,-37.98000000000002
01-06-2024,P104,Home,1115.2,884.4,15,0,0.0,365,1148.32,Sale,Saturday,0.0,,-33.11999999999989
01-06-2024,P105,Electronics,317.0,208.16,0,4,1268.0,213,322.84,Normal,Saturday,435.36,0.34334384858044165,-5.839999999999975
01-06-2024,P106,Electronics,425.0,332.61,15,1,425.0,193,423.55,Sale,Saturday,92.38999999999999,0.2173882352941176,1.4499999999999886
01-06-2024,P107,Electronics,303.05,237.6,5,6,1818.3,202,312.03,Normal,Saturday,392.70000000000005,0.21597096188747733,-8.979999999999961
01-06-2024,P108,Electronics,1166.2,890.36,15,1,1166.2,91,1205.89,Sale,Saturday,275.84000000000003,0.236528897273195,-39.690000000000055
01-06-2024,P109,Fashion,988.0,687.16,0,0,0.0,133,1030.68,Normal,Saturday,0.0,,-42.680000000000064
01-06-2024,P110,Home,398.7,304.94,10,7,2790.9,159,394.53,Normal,Saturday,656.3200000000002,0.235164283922749,4.170000000000016
01-06-2024,P111,Electronics,331.0,240.82,0,7,2317.0,154,323.85,Sale,Saturday,631.26,0.27244712990936554,7.149999999999977
01-06-2024,P112,Fashion,1464.0,1014.04,0,0,0.0,127,1425.39,Normal,Saturday,0.0,,38.6099999999999
01-06-2024,P113,Sports,1245.6,885.92,10,0,0.0,404,1205.64,Normal,Saturday,0.0,,39.95999999999981
01-06-2024,P114,Home,529.2,401.44,10,3,1587.6,211,548.81,Normal,Saturday,383.28,0.24142101284958428,-19.6099999999999
01-06-2024,P115,Fashion,521.0,366.33,0,3,1563.0,459,497.27,Sale,Saturday,464.01,0.29687140115163146,23.730000000000018
01-06-2024,P116,Fashion,902.5,689.66,5,2,1805.0,161,917.47,Normal,Saturday,425.68000000000006,0.23583379501385046,-14.970000000000027
01-06-2024,P117,Home,815.4,584.08,10,0,0.0,113,793.27,Festival,Saturday,0.0,,22.129999999999995
01-06-2024,P118,Fashion,1064.7,808.28,10,2,2129.4,144,1116.18,Festival,Saturday,512.8400000000001,0.2408377946839486,-51.48000000000002
01-06-2024,P119,Electronics,1045.0,748.54,0,0,0.0,129,1026.3,Normal,Saturday,0.0,,18.700000000000045
02-06-2024,P100,Electronics,1340.45,862.39,5,2,2680.9,62,1323.36,Sale,Sunday,956.1200000000001,0.35664142638666124,17.090000000000146
02-06-2024,P101,Sports,1100.1,718.61,5,5,5500.5,405,1078.3,Festival,Sunday,1907.4499999999998,0.3467775656758476,21.799999999999955
02-06-2024,P102,Fashion,376.2,316.21,5,3,1128.6,441,358.3,Normal,Sunday,179.97000000000003,0.15946305156831475,17.899999999999977
02-06-2024,P103,Sports,1487.0,1000.17,0,0,0.0,93,1446.75,Normal,Sunday,0.0,,40.25
02-06-2024,P104,Electronics,1019.0,738.86,0,2,2038.0,312,1004.03,Normal,Sunday,560.28,0.27491658488714427,14.970000000000027
02-06-2024,P105,Home,1113.3,947.01,10,1,1113.3,427,1156.74,Normal,Sunday,166.28999999999996,0.14936674750741039,-43.440000000000055
02-06-2024,P106,Home,211.85,155.54,5,4,847.4,120,203.45,Sale,Sunday,225.24,0.26580127448666513,8.400000000000006
02-06-2024,P107,Fashion,659.7,564.94,10,0,0.0,113,679.51,Normal,Sunday,0.0,,-19.809999999999945
02-06-2024,P108,Sports,1197.95,886.37,5,0,0.0,408,1165.48,Normal,Sunday,0.0,,32.47000000000003
02-06-2024,P109,Electronics,391.0,301.6,0,3,1173.0,319,403.59,Holiday,Sunday,268.19999999999993,0.2286445012787723,-12.589999999999975
02-06-2024,P110,Sports,202.0,147.52,0,2,404.0,480,203.92,Festival,Sunday,108.95999999999998,0.26970297029702966,-1.9199999999999875
02-06-2024,P111,Electronics,1133.0,817.44,0,0,0.0,85,1098.76,Normal,Sunday,0.0,,34.24000000000001
02-06-2024,P112,Sports,1328.0,977.94,0,0,0.0,349,1378.14,Festival,Sunday,0.0,,-50.1400000000001
02-06-2024,P113,Fashion,717.0,536.36,0,5,3585.0,333,751.73,Normal,Sunday,903.1999999999998,0.2519386331938633,-34.73000000000002
02-06-2024,P114,Home,1300.0,918.81,0,3,3900.0,100,1264.68,Normal,Sunday,1143.5700000000002,0.293223076923077,35.319999999999936
02-06-2024,P115,Electronics,544.0,368.12,0,2,1088.0,49,561.44,Sale,Sunday,351.76,0.32330882352941176,-17.440000000000055
02-06-2024,P116,Home,1385.0,864.07,0,0,0.0,418,1389.58,Normal,Sunday,0.0,,-4.579999999999927
02-06-2024,P117,Home,1028.7,896.43,10,0,0.0,114,1061.95,Normal,Sunday,0.0,,-33.25
02-06-2024,P118,Home,288.9,241.2,10,4,1155.6,108,287.16,Festival,Sunday,190.79999999999995,0.16510903426791274,1.7399999999999523
02-06-2024,P119,Electronics,324.0,197.1,0,4,1296.0,124,311.95,Normal,Sunday,507.6,0.39166666666666666,12.050000000000011
03-06-2024,P100,Home,687.6,468.23,10,2,1375.2,106,661.85,Normal,Monday,438.74,0.3190372309482257,25.75
03-06-2024,P101,Electronics,902.0,627.92,0,2,1804.0,292,899.41,Sale,Monday,548.1600000000001,0.30385809312638584,2.590000000000032
03-06-2024,P102,Electronics,838.85,590.87,5,1,838.85,484,847.9,Holiday,Monday,247.98000000000002,0.29561900220540027,-9.049999999999955
03-06-2024,P103,Electronics,376.2,252.78,5,2,752.4,45,364.79,Normal,Monday,246.83999999999997,0.32807017543859646,11.409999999999968
03-06-2024,P104,Sports,1118.0,682.32,0,0,0.0,21,1089.47,Normal,Monday,0.0,,28.529999999999973
03-06-2024,P105,Sports,869.25,558.9,5,0,0.0,201,902.92,Normal,Monday,0.0,,-33.66999999999996
03-06-2024,P106,Sports,981.35,661.52,5,0,0.0,429,975.81,Normal,Monday,0.0,,5.540000000000077
03-06-2024,P107,Fashion,770.1,657.87,15,2,1540.2,168,792.86,Normal,Monday,224.46000000000004,0.1457343202181535,-22.75999999999999
03-06-2024,P108,Fashion,308.75,211.67,5,0,0.0,496,314.38,Normal,Monday,0.0,,-5.6299999999999955
03-06-2024,P109,Sports,513.0,385.33,0,0,0.0,103,530.75,Holiday,Monday,0.0,,-17.75
03-06-2024,P110,Fashion,1199.0,843.46,0,1,1199.0,116,1172.64,Normal,Monday,355.53999999999996,0.29653044203502915,26.3599999999999
03-06-2024,P111,Sports,958.5,832.07,10,0,0.0,411,960.04,Normal,Monday,0.0,,-1.5399999999999636
03-06-2024,P112,Electronics,1220.75,773.97,5,1,1220.75,288,1187.0,Normal,Monday,446.78,0.36598812205611303,33.75
03-06-2024,P113,Fashion,1089.65,861.31,5,1,1089.65,244,1117.52,Sale,Monday,228.34000000000015,0.20955352636167587,-27.86999999999989
03-06-2024,P114,Electronics,952.0,726.3,0,2,1904.0,167,998.53,Normal,Monday,451.4000000000001,0.23707983193277316,-46.52999999999997
03-06-2024,P115,Electronics,1323.0,1071.64,10,1,1323.0,351,1382.04,Festival,Monday,251.3599999999999,0.18999244142101276,-59.039999999999964
03-06-2024,P116,Home,269.45,227.13,15,2,538.9,141,256.24,Normal,Monday,84.63999999999999,0.15706067916125438,13.20999999999998
03-06-2024,P117,Sports,674.0,472.33,0,0,0.0,200,661.02,Normal,Monday,0.0,,12.980000000000018
03-06-2024,P118,Home,362.1,330.93,15,3,1086.3,133,358.81,Normal,Monday,93.50999999999999,0.08608119304059651,3.2900000000000205
03-06-2024,P119,Fashion,554.8,420.56,5,0,0.0,60,540.62,Holiday,Monday,0.0,,14.17999999999995
04-06-2024,P100,Home,366.7,240.89,5,3,1100.1,121,370.39,Normal,Tuesday,377.42999999999995,0.343086992091628,-3.6899999999999977
04-06-2024,P101,Sports,1111.5,924.03,5,5,5557.5,455,1159.29,Festival,Tuesday,937.3500000000004,0.1686639676113361,-47.789999999999964
04-06-2024,P102,Electronics,1145.7,823.48,5,2,2291.4,444,1134.39,Holiday,Tuesday,644.44,0.2812429082656891,11.309999999999945
04-06-2024,P103,Home,214.7,177.53,5,8,1717.6,397,206.75,Holiday,Tuesday,297.3599999999999,0.17312529110386582,7.949999999999989
04-06-2024,P104,Home,1161.9,961.46,10,0,0.0,479,1157.87,Normal,Tuesday,0.0,,4.0300000000002
04-06-2024,P105,Electronics,1048.0,654.84,0,0,0.0,330,1023.89,Normal,Tuesday,0.0,,24.110000000000014
04-06-2024,P106,Sports,619.0,374.4,0,0,0.0,494,637.99,Sale,Tuesday,0.0,,-18.99000000000001
04-06-2024,P107,Electronics,1096.0,693.06,0,3,3288.0,279,1147.7,Festival,Tuesday,1208.8200000000002,0.36764598540145993,-51.700000000000045
04-06-2024,P108,Sports,949.0,570.78,0,1,949.0,327,961.65,Festival,Tuesday,378.22,0.39854583772391994,-12.649999999999977
04-06-2024,P109,Fashion,1113.4,879.44,5,2,2226.8,465,1140.36,Normal,Tuesday,467.9200000000001,0.21013112987246274,-26.95999999999981
04-06-2024,P110,Fashion,301.0,222.2,0,4,1204.0,107,295.77,Normal,Tuesday,315.20000000000005,0.26179401993355483,5.230000000000018
04-06-2024,P111,Home,874.95,669.61,5,1,874.95,288,842.8,Sale,Tuesday,205.34000000000003,0.2346876964397966,32.15000000000009
04-06-2024,P112,Sports,1348.0,919.46,0,0,0.0,261,1313.27,Normal,Tuesday,0.0,,34.73000000000002
04-06-2024,P113,Sports,1300.55,910.01,5,0,0.0,374,1269.09,Normal,Tuesday,0.0,,31.460000000000036
04-06-2024,P114,Fashion,1119.0,789.48,0,2,2238.0,385,1092.42,Normal,Tuesday,659.04,0.29447721179624664,26.579999999999927
04-06-2024,P115,Electronics,482.0,331.7,0,3,1446.0,232,489.15,Sale,Tuesday,450.9000000000001,0.3118257261410789,-7.149999999999977
04-06-2024,P116,Fashion,1466.0,1129.49,0,2,2932.0,115,1489.72,Normal,Tuesday,673.02,0.22954297407912688,-23.720000000000027
04-06-2024,P117,Sports,1313.0,894.95,0,2,2626.0,52,1278.48,Sale,Tuesday,836.0999999999999,0.3183929931454684,34.51999999999998
04-06-2024,P118,Electronics,1073.0,819.09,0,0,0.0,349,1055.21,Normal,Tuesday,0.0,,17.789999999999964
04-06-2024,P119,Home,1067.8,715.47,5,0,0.0,335,1045.81,Sale,Tuesday,0.0,,21.99000000000001
05-06-2024,P100,Sports,1316.7,1086.58,5,1,1316.7,94,1275.37,Normal,Wednesday,230.12000000000012,0.17477025898078538,41.330000000000155
05-06-2024,P101,Electronics,1130.0,710.4,0,1,1130.0,75,1080.81,Festival,Wednesday,419.6,0.3713274336283186,49.190000000000055
05-06-2024,P102,Electronics,1286.0,787.25,0,2,2572.0,166,1227.08,Normal,Wednesday,997.5,0.38783048211508553,58.92000000000007
05-06-2024,P103,Fashion,940.0,689.94,0,1,940.0,68,952.84,Normal,Wednesday,250.05999999999995,0.26602127659574465,-12.840000000000032
05-06-2024,P104,Sports,452.2,313.14,5,0,0.0,342,439.21,Normal,Wednesday,0.0,,12.990000000000009
05-06-2024,P105,Home,1126.7,753.2,5,0,0.0,143,1155.75,Normal,Wednesday,0.0,,-29.049999999999955
05-06-2024,P106,Sports,961.2,723.03,10,0,0.0,446,984.13,Sale,Wednesday,0.0,,-22.92999999999995
05-06-2024,P107,Sports,584.0,442.61,0,4,2336.0,307,589.28,Sale,Wednesday,565.56,0.2421061643835616,-5.279999999999973
05-06-2024,P108,Home,1174.0,748.08,0,0,0.0,270,1216.81,Sale,Wednesday,0.0,,-42.809999999999945
05-06-2024,P109,Home,556.2,456.98,10,0,0.0,165,539.27,Sale,Wednesday,0.0,,16.930000000000064
05-06-2024,P110,Sports,377.4,317.23,15,8,3019.2,496,371.44,Holiday,Wednesday,481.3599999999997,0.15943296237413876,5.9599999999999795
05-06-2024,P111,Electronics,875.7,719.19,10,1,875.7,316,863.37,Normal,Wednesday,156.51,0.17872559095580676,12.330000000000041
05-06-2024,P112,Home,356.0,225.43,0,2,712.0,128,350.21,Normal,Wednesday,261.14,0.36676966292134827,5.7900000000000205
05-06-2024,P113,Fashion,1063.0,822.02,0,0,0.0,367,1115.05,Normal,Wednesday,0.0,,-52.049999999999955
05-06-2024,P114,Sports,791.1,633.97,10,1,791.1,254,772.77,Festival,Wednesday,157.13,0.1986221716597143,18.33000000000004
05-06-2024,P115,Electronics,828.0,622.13,0,0,0.0,314,804.61,Normal,Wednesday,0.0,,23.389999999999986
05-06-2024,P116,Fashion,1477.0,990.03,0,1,1477.0,222,1533.58,Holiday,Wednesday,486.97,0.3297020988490183,-56.57999999999993
05-06-2024,P117,Sports,1158.05,853.41,5,2,2316.1,446,1210.69,Normal,Wednesday,609.28,0.26306290747377054,-52.6400000000001
05-06-2024,P118,Home,1038.7,868.94,15,0,0.0,99,1060.83,Festival,Wednesday,0.0,,-22.12999999999988
05-06-2024,P119,Electronics,699.0,504.35,0,0,0.0,466,708.98,Sale,Wednesday,0.0,,-9.980000000000018
06-06-2024,P100,Fashion,425.0,282.07,0,0,0.0,252,437.94,Normal,Thursday,0.0,,-12.939999999999998
06-06-2024,P101,Electronics,1110.0,815.97,0,1,1110.0,108,1067.14,Holiday,Thursday,294.03,0.2648918918918919,42.8599999999999
06-06-2024,P102,Sports,372.4,269.25,5,3,1117.2,456,370.62,Sale,Thursday,309.45000000000005,0.2769871106337272,1.7799999999999727
06-06-2024,P103,Electronics,1000.8,728.49,10,0,0.0,100,1017.79,Normal,Thursday,0.0,,-16.99000000000001
06-06-2024,P104,Home,859.5,604.39,10,0,0.0,203,821.91,Normal,Thursday,0.0,,37.59000000000003
06-06-2024,P105,Home,1064.7,853.54,10,3,3194.1,212,1032.89,Holiday,Thursday,633.48,0.1983281675589368,31.809999999999945
06-06-2024,P106,Home,753.35,602.91,5,3,2260.05,244,733.89,Normal,Thursday,451.32000000000016,0.1996946970199775,19.460000000000036
06-06-2024,P107,Electronics,424.0,329.49,0,5,2120.0,214,419.58,Festival,Thursday,472.54999999999995,0.2229009433962264,4.420000000000016
06-06-2024,P108,Home,633.65,477.9,5,4,2534.6,408,645.07,Normal,Thursday,623.0,0.24579815355480156,-11.420000000000073
06-06-2024,P109,Fashion,1205.0,864.45,0,2,2410.0,156,1170.13,Sale,Thursday,681.0999999999999,0.2826141078838174,34.86999999999989
06-06-2024,P110,Fashion,740.0,481.3,0,0,0.0,157,769.51,Normal,Thursday,0.0,,-29.50999999999999
06-06-2024,P111,Fashion,1342.0,967.43,0,4,5368.0,208,1383.97,Normal,Thursday,1498.2800000000002,0.27911326378539497,-41.97000000000003
06-06-2024,P112,Fashion,1462.0,1024.13,0,0,0.0,44,1453.87,Holiday,Thursday,0.0,,8.13000000000011
06-06-2024,P113,Fashion,1263.0,780.35,0,3,3789.0,309,1324.33,Normal,Thursday,1447.9499999999998,0.3821456848772763,-61.32999999999993
06-06-2024,P114,Fashion,393.3,271.01,10,2,786.6,53,378.31,Normal,Thursday,244.58000000000004,0.310933129926265,14.990000000000009
06-06-2024,P115,Home,378.25,303.26,15,2,756.5,326,388.9,Normal,Thursday,149.98000000000002,0.19825512227362857,-10.649999999999977
06-06-2024,P116,Sports,694.8,486.31,10,0,0.0,404,679.49,Normal,Thursday,0.0,,15.309999999999945
06-06-2024,P117,Home,446.4,374.92,10,0,0.0,382,435.59,Normal,Thursday,0.0,,10.810000000000002
06-06-2024,P118,Electronics,857.85,618.64,5,1,857.85,271,838.91,Normal,Thursday,239.21000000000004,0.27884828349944635,18.940000000000055
06-06-2024,P119,Fashion,740.0,472.56,0,4,2960.0,211,761.6,Festival,Thursday,1069.76,0.3614054054054054,-21.600000000000023
07-06-2024,P100,Sports,594.7,387.75,5,1,594.7,477,584.56,Normal,Friday,206.95000000000005,0.34799058348747275,10.1400000000001
07-06-2024,P101,Electronics,682.1,453.11,5,0,0.0,176,649.75,Normal,Friday,0.0,,32.35000000000002
