date,product_id,category,price,cost,discount_pct,units_sold,revenue,inventory_level,competitor_price,season,day_of_week
04-08-2024,P104,Electronics,1414,1061.85,0,0,0,70,1371.81,Festival,Sunday
04-08-2024,P105,Sports,693.6,547.87,15,2,1387.2,91,662.36,Normal,Sunday
04-08-2024,P106,Home,303.05,230.49,5,2,606.1,250,303.22,Normal,Sunday
04-08-2024,P107,Fashion,866.7,735.88,10,0,0,409,861.52,Sale,Sunday
04-08-2024,P108,Home,479,318.09,0,1,479,96,464.81,Holiday,Sunday
04-08-2024,P109,Home,627,423.54,0,1,627,125,600.85,Normal,Sunday
04-08-2024,P110,Electronics,492.3,343.02,10,4,1969.2,422,511.28,Holiday,Sunday
04-08-2024,P111,Home,822,597.65,0,0,0,222,820.81,Normal,Sunday
04-08-2024,P112,Electronics,771.3,530.75,10,3,2313.9,441,743.27,Festival,Sunday
04-08-2024,P113,Fashion,1266.5,1087.94,15,2,2533,29,1227.6,Normal,Sunday
04-08-2024,P114,Electronics,1089,702.79,0,0,0,266,1074.18,Normal,Sunday
04-08-2024,P115,Fashion,896,559.75,0,0,0,210,881.15,Normal,Sunday
04-08-2024,P116,Fashion,457,351.97,0,5,2285,24,445.72,Festival,Sunday
04-08-2024,P117,Fashion,1312,814.55,0,0,0,299,1283.58,Festival,Sunday
04-08-2024,P118,Home,1001.7,846.18,10,2,2003.4,214,1009.69,Normal,Sunday
04-08-2024,P119,Sports,1316.7,1008.95,10,0,0,256,1286.14,Normal,Sunday
05-08-2024,P100,Sports,1142.1,763.17,10,5,5710.5,240,1091.43,Holiday,Monday
05-08-2024,P101,Fashion,1381.3,961.61,5,3,4143.9,221,1436.88,Festival,Monday
05-08-2024,P102,Electronics,1322.1,1131.95,10,0,0,130,1324.38,Normal,Monday
05-08-2024,P103,Fashion,374,229.31,0,4,1496,362,367.81,Normal,Monday
05-08-2024,P104,Home,1424,858.91,0,0,0,394,1386.19,Sale,Monday
05-08-2024,P105,Electronics,1152,761.72,0,2,2304,363,1145.75,Festival,Monday
05-08-2024,P106,Electronics,1304,816.54,0,1,1304,34,1259.38,Normal,Monday
05-08-2024,P107,Electronics,1337.6,909.67,5,0,0,448,1281.2,Normal,Monday
05-08-2024,P108,Sports,1063,728.3,0,3,3189,496,1102.55,Normal,Monday
05-08-2024,P109,Sports,313,192.74,0,4,1252,294,326.4,Normal,Monday
05-08-2024,P110,Electronics,584.1,456.54,10,0,0,246,612.85,Festival,Monday
05-08-2024,P111,Home,532.95,443.9,5,1,532.95,87,557.43,Normal,Monday
05-08-2024,P112,Electronics,451.25,302,5,2,902.5,418,454.36,Normal,Monday
05-08-2024,P113,Home,744.3,588.33,10,0,0,202,708.26,Normal,Monday
05-08-2024,P114,Sports,1238,745.61,0,2,2476,199,1234.19,Normal,Monday
05-08-2024,P115,Fashion,660,453.16,0,5,3300,121,692.88,Festival,Monday
05-08-2024,P116,Home,958,624.12,0,0,0,80,962.75,Sale,Monday
05-08-2024,P117,Sports,1340.45,1104.19,5,3,4021.35,261,1314.15,Holiday,Monday
05-08-2024,P118,Fashion,1279,818.69,0,4,5116,140,1221.13,Normal,Monday
05-08-2024,P119,Electronics,1263.95,1047.42,15,0,0,276,1314.71,Normal,Monday
06-08-2024,P100,Home,925.65,763.2,15,0,0,265,898.64,Normal,Tuesday
06-08-2024,P101,Sports,1196,899.78,0,0,0,357,1250.01,Festival,Tuesday
06-08-2024,P102,Sports,1113,716.63,0,0,0,68,1125,Sale,Tuesday
06-08-2024,P103,Sports,235,176.03,0,0,0,97,223.82,Normal,Tuesday
06-08-2024,P104,Electronics,845.1,715.63,10,0,0,305,856.36,Normal,Tuesday
06-08-2024,P105,Home,657,474.09,0,0,0,393,669.76,Normal,Tuesday
06-08-2024,P106,Sports,783,590.71,0,2,1566,103,783.2,Normal,Tuesday
06-08-2024,P107,Fashion,737,478.95,0,3,2211,87,753.58,Festival,Tuesday
06-08-2024,P108,Home,991,671.21,0,3,2973,137,1033.18,Normal,Tuesday
06-08-2024,P109,Home,1368,965.81,0,1,1368,391,1303.9,Normal,Tuesday
06-08-2024,P110,Fashion,411.3,330.8,10,1,411.3,352,429.52,Normal,Tuesday
06-08-2024,P111,Fashion,1020,853.69,15,0,0,63,985.54,Normal,Tuesday
06-08-2024,P112,Home,610.2,516.72,10,0,0,258,584.79,Holiday,Tuesday
06-08-2024,P113,Sports,902.5,655.81,5,0,0,140,881.38,Normal,Tuesday
06-08-2024,P114,Fashion,316.8,225.76,10,1,316.8,289,320.46,Normal,Tuesday
06-08-2024,P115,Sports,370,227.26,0,1,370,27,388.23,Festival,Tuesday
06-08-2024,P116,Sports,1029,767.94,0,1,1029,388,1052.98,Holiday,Tuesday
06-08-2024,P117,Electronics,1037.7,742.63,10,1,1037.7,58,1087.34,Normal,Tuesday
06-08-2024,P118,Sports,846,603.16,10,0,0,188,853.4,Normal,Tuesday
06-08-2024,P119,Home,470,309.81,0,0,0,364,469.52,Normal,Tuesday
07-08-2024,P100,Home,197.1,144.65,10,3,591.3,81,203.65,Normal,Wednesday
07-08-2024,P101,Sports,318.75,273.9,15,2,637.5,498,319.25,Normal,Wednesday
07-08-2024,P102,Sports,702,514.13,0,1,702,494,736,Normal,Wednesday
07-08-2024,P103,Home,203.3,149.1,5,8,1626.4,210,212.09,Festival,Wednesday
07-08-2024,P104,Electronics,199.75,153.43,15,1,199.75,153,205.01,Normal,Wednesday
07-08-2024,P105,Fashion,1152.35,887.78,5,1,1152.35,314,1171.11,Sale,Wednesday
07-08-2024,P106,Sports,190.8,147.79,10,10,1908,355,189.03,Normal,Wednesday
07-08-2024,P107,Fashion,406,247.31,0,3,1218,254,388.19,Holiday,Wednesday
07-08-2024,P108,Home,1358.5,1037.49,5,0,0,274,1390.05,Normal,Wednesday
07-08-2024,P109,Fashion,855,608.71,10,0,0,448,847.48,Festival,Wednesday
07-08-2024,P110,Fashion,373.35,307.26,5,4,1493.4,35,368.92,Normal,Wednesday
07-08-2024,P111,Fashion,1026.95,650.12,5,0,0,178,1057.56,Normal,Wednesday
07-08-2024,P112,Fashion,1035.3,749.45,15,1,1035.3,461,1020.73,Normal,Wednesday
07-08-2024,P113,Home,648,512.52,0,1,648,242,647.28,Normal,Wednesday
07-08-2024,P114,Sports,529.2,463.32,10,0,0,292,535.05,Sale,Wednesday
07-08-2024,P115,Fashion,1054,770.46,0,3,3162,249,1060.27,Normal,Wednesday
07-08-2024,P116,Fashion,1037.4,858.96,5,0,0,281,998.28,Festival,Wednesday
07-08-2024,P117,Sports,884,671.04,0,0,0,41,881.39,Normal,Wednesday
07-08-2024,P118,Sports,504,335.15,0,3,1512,169,496.97,Holiday,Wednesday
07-08-2024,P119,Sports,942,565.76,0,1,942,274,981.79,Normal,Wednesday
08-08-2024,P100,Fashion,609.9,389.01,5,0,0,280,637.62,Normal,Thursday
08-08-2024,P101,Fashion,1111.5,862.27,10,1,1111.5,337,1142.75,Normal,Thursday
08-08-2024,P102,Sports,968,635.3,0,0,0,218,979.66,Normal,Thursday
08-08-2024,P103,Electronics,259.25,211.88,15,10,2592.5,159,256.15,Sale,Thursday
08-08-2024,P104,Fashion,646.2,453.96,10,0,0,93,641.06,Normal,Thursday
08-08-2024,P105,Home,292,213.86,0,2,584,260,294.26,Sale,Thursday
08-08-2024,P106,Home,880.65,609.64,5,0,0,459,842.64,Normal,Thursday
08-08-2024,P107,Fashion,1297,970.11,0,1,1297,299,1292.6,Normal,Thursday
08-08-2024,P108,Sports,895.85,645.5,5,0,0,94,902.34,Festival,Thursday
08-08-2024,P109,Electronics,515.7,450.37,10,0,0,187,537.34,Normal,Thursday
08-08-2024,P110,Electronics,287.3,220.63,15,3,861.9,58,279.79,Festival,Thursday
08-08-2024,P111,Home,710.6,547.52,15,0,0,310,713.48,Normal,Thursday
08-08-2024,P112,Sports,271,184.68,0,1,271,376,272.93,Normal,Thursday
08-08-2024,P113,Sports,989.1,814.36,10,0,0,227,974.04,Normal,Thursday
08-08-2024,P114,Fashion,1094,770.07,0,0,0,326,1054.17,Holiday,Thursday
08-08-2024,P115,Electronics,214,142.15,0,3,642,147,211.77,Normal,Thursday
08-08-2024,P116,Fashion,1380.35,1079.61,5,0,0,238,1364.25,Normal,Thursday
08-08-2024,P117,Sports,930,563.01,0,0,0,463,923.99,Festival,Thursday
08-08-2024,P118,Fashion,556,361.81,0,2,1112,204,579.08,Sale,Thursday
08-08-2024,P119,Fashion,829,540.83,0,4,3316,427,787.74,Normal,Thursday
09-08-2024,P100,Electronics,318,224.82,0,5,1590,341,317.65,Festival,Friday
09-08-2024,P101,Sports,1166,887.98,0,0,0,27,1180.64,Festival,Friday
09-08-2024,P102,Home,386,297.31,0,2,772,265,370.79,Normal,Friday
09-08-2024,P103,Home,879.7,715.28,5,1,879.7,194,907.74,Holiday,Friday
09-08-2024,P104,Sports,882,567.77,0,0,0,212,913.41,Normal,Friday
09-08-2024,P105,Electronics,800,517.33,0,2,1600,407,815.4,Festival,Friday
09-08-2024,P106,Sports,270,201.45,0,4,1080,62,268.67,Festival,Friday
09-08-2024,P107,Home,1153,699.82,0,0,0,495,1127.77,Holiday,Friday
09-08-2024,P108,Sports,1020.6,757.77,10,3,3061.8,46,1064.67,Normal,Friday
09-08-2024,P109,Electronics,1103,829.68,0,0,0,462,1052.86,Normal,Friday
09-08-2024,P110,Electronics,469.2,344.85,15,1,469.2,224,487.65,Sale,Friday
09-08-2024,P111,Home,596.7,509.22,15,0,0,68,602.66,Holiday,Friday
09-08-2024,P112,Electronics,591,427.68,0,1,591,248,568.41,Normal,Friday
09-08-2024,P113,Fashion,593.3,506.08,15,1,593.3,364,566.06,Normal,Friday
09-08-2024,P114,Sports,1055,713.95,0,1,1055,348,1012.21,Normal,Friday
09-08-2024,P115,Home,589,419.99,0,1,589,356,581.48,Normal,Friday
09-08-2024,P116,Fashion,471,336.14,0,1,471,283,456.97,Holiday,Friday
09-08-2024,P117,Sports,255,153.71,0,1,255,264,247.78,Normal,Friday
09-08-2024,P118,Fashion,1065,817.46,0,2,2130,380,1075.2,Normal,Friday
09-08-2024,P119,Home,983,589.9,0,0,0,164,941.32,Festival,Friday
10-08-2024,P100,Fashion,1291,822.14,0,1,1291,38,1322.63,Normal,Saturday
10-08-2024,P101,Sports,1232.5,1115.32,15,5,6162.5,77,1228.25,Normal,Saturday
10-08-2024,P102,Electronics,1448,1075.52,0,0,0,497,1499,Normal,Saturday
10-08-2024,P103,Electronics,1189.8,951.1,10,0,0,76,1153.58,Normal,Saturday
10-08-2024,P104,Fashion,810.35,650.09,5,5,4051.75,340,812.41,Normal,Saturday
10-08-2024,P105,Sports,1415,982.38,0,0,0,106,1472.41,Holiday,Saturday
10-08-2024,P106,Sports,1413,915.73,0,0,0,57,1445.04,Normal,Saturday
10-08-2024,P107,Electronics,1242.6,867.69,5,4,4970.4,123,1262.33,Sale,Saturday
10-08-2024,P108,Electronics,956.65,695.92,5,1,956.65,224,943.94,Holiday,Saturday
10-08-2024,P109,Electronics,257,159.54,0,5,1285,181,252.4,Normal,Saturday
10-08-2024,P110,Home,701.1,547.96,10,2,1402.2,185,695.59,Normal,Saturday
10-08-2024,P111,Sports,261.25,204.1,5,7,1828.75,458,270.52,Normal,Saturday
10-08-2024,P112,Fashion,616.25,445.58,15,6,3697.5,263,614.73,Festival,Saturday
10-08-2024,P113,Electronics,954.9,741.9,10,2,1909.8,229,976.64,Festival,Saturday
10-08-2024,P114,Sports,286,208.03,0,1,286,134,299.92,Normal,Saturday
10-08-2024,P115,Sports,262.2,177.81,5,1,262.2,71,253.17,Normal,Saturday
10-08-2024,P116,Electronics,1071,775.94,0,0,0,246,1049.79,Normal,Saturday
10-08-2024,P117,Home,602.3,380.42,5,3,1806.9,226,584.92,Normal,Saturday
10-08-2024,P118,Electronics,1109,855.65,0,0,0,355,1061.68,Festival,Saturday
10-08-2024,P119,Sports,676,442.14,0,0,0,304,666.23,Normal,Saturday
11-08-2024,P100,Electronics,540,410.74,0,3,1620,483,522.2,Normal,Sunday
11-08-2024,P101,Fashion,404.7,294.9,5,1,404.7,289,415.36,Normal,Sunday
11-08-2024,P102,Electronics,729.3,585.98,15,1,729.3,313,699.48,Normal,Sunday
11-08-2024,P103,Sports,951.3,831.98,10,0,0,227,937.61,Normal,Sunday
11-08-2024,P104,Fashion,1367,998.9,0,0,0,222,1393.16,Normal,Sunday
11-08-2024,P105,Sports,1253.75,899.33,15,1,1253.75,453,1209.6,Normal,Sunday
11-08-2024,P106,Home,220,132.87,0,5,1100,498,225.83,Normal,Sunday
11-08-2024,P107,Sports,1371,880.76,0,0,0,404,1437.29,Normal,Sunday
11-08-2024,P108,Electronics,1410.75,940.95,5,4,5643,209,1477.33,Festival,Sunday
11-08-2024,P109,Sports,908.65,782.39,15,2,1817.3,150,937.71,Holiday,Sunday
11-08-2024,P110,Fashion,1328,900.87,0,0,0,451,1277.49,Normal,Sunday
11-08-2024,P111,Sports,1097.35,919.24,15,0,0,127,1067.49,Normal,Sunday
11-08-2024,P112,Electronics,1110.1,987.45,15,1,1110.1,297,1069.96,Normal,Sunday
11-08-2024,P113,Sports,1348.05,906.69,5,0,0,343,1361.77,Normal,Sunday
11-08-2024,P114,Electronics,1176.3,910.01,10,0,0,355,1201.48,Normal,Sunday
11-08-2024,P115,Home,1136.45,948.65,15,2,2272.9,427,1103.36,Normal,Sunday
11-08-2024,P116,Electronics,293.4,237.65,10,3,880.2,477,295.12,Sale,Sunday
11-08-2024,P117,Electronics,1210.5,1053.81,10,2,2421,498,1220.1,Normal,Sunday
11-08-2024,P118,Electronics,1159,806.25,5,3,3477,284,1126.74,Normal,Sunday
11-08-2024,P119,Fashion,443,284.53,0,2,886,56,452.65,Festival,Sunday
12-08-2024,P100,Home,1096.3,747.55,5,0,0,98,1132.36,Festival,Monday
12-08-2024,P101,Electronics,1318,1011.26,0,1,1318,32,1262.27,Normal,Monday
12-08-2024,P102,Fashion,1139.4,803.89,10,5,5697,229,1096.27,Sale,Monday
12-08-2024,P103,Sports,416,292.68,0,1,416,369,423.07,Normal,Monday
12-08-2024,P104,Sports,300,187.17,0,2,600,396,291.72,Normal,Monday
12-08-2024,P105,Home,431.1,375.74,10,1,431.1,269,423.64,Normal,Monday
12-08-2024,P106,Home,925.65,835.14,15,0,0,159,891.34,Holiday,Monday
12-08-2024,P107,Electronics,649.8,417.27,5,2,1299.6,46,646.54,Normal,Monday
12-08-2024,P108,Fashion,432,272.21,0,2,864,425,432.8,Festival,Monday
12-08-2024,P109,Fashion,981,612.55,0,1,981,267,1002.3,Normal,Monday
12-08-2024,P110,Electronics,1031,628.41,0,4,4124,358,1031.24,Festival,Monday
12-08-2024,P111,Home,1424.05,945.03,5,0,0,408,1411.16,Normal,Monday
12-08-2024,P112,Electronics,856,654.33,0,1,856,245,818.3,Normal,Monday
12-08-2024,P113,Home,542.7,433.47,10,1,542.7,239,518.65,Normal,Monday
12-08-2024,P114,Electronics,1051.2,798.31,10,0,0,73,1012.22,Festival,Monday
12-08-2024,P115,Fashion,874,565.69,0,2,1748,131,873.43,Normal,Monday
12-08-2024,P116,Sports,1304.1,1031.23,10,0,0,171,1266.72,Normal,Monday
12-08-2024,P117,Fashion,395,301.42,0,0,0,464,382.4,Normal,Monday
12-08-2024,P118,Home,694.45,511.74,15,2,1388.9,188,661.79,Holiday,Monday
12-08-2024,P119,Sports,864.9,617.2,10,0,0,393,874.86,Normal,Monday
13-08-2024,P100,Sports,824,599.81,0,0,0,269,854.85,Normal,Tuesday
13-08-2024,P101,Sports,579,457.37,0,4,2316,323,570.21,Normal,Tuesday
13-08-2024,P102,Sports,560,400.2,0,0,0,357,546.33,Festival,Tuesday
13-08-2024,P103,Sports,987.3,784.71,10,0,0,382,988.69,Normal,Tuesday
13-08-2024,P104,Fashion,646,401.92,0,0,0,249,619.99,Normal,Tuesday
13-08-2024,P105,Home,307.8,215.7,10,2,615.6,456,310.54,Festival,Tuesday
13-08-2024,P106,Fashion,366.7,258.2,5,0,0,168,384.76,Holiday,Tuesday
13-08-2024,P107,Sports,1314,1059.12,10,5,6570,228,1310.34,Normal,Tuesday
13-08-2024,P108,Home,829,571.7,0,0,0,159,795.18,Normal,Tuesday
13-08-2024,P109,Home,1087.75,799.89,5,2,2175.5,318,1055.36,Festival,Tuesday
13-08-2024,P110,Home,978,628.41,0,1,978,209,961.36,Sale,Tuesday
13-08-2024,P111,Electronics,693.9,528.02,10,3,2081.7,360,725.02,Holiday,Tuesday
13-08-2024,P112,Sports,389,281.44,0,3,1167,27,372.36,Sale,Tuesday
13-08-2024,P113,Home,1123,884.29,0,1,1123,362,1067.98,Sale,Tuesday
13-08-2024,P114,Sports,702,492.78,10,4,2808,63,720.2,Normal,Tuesday
13-08-2024,P115,Home,724.5,550.44,10,1,724.5,56,709.1,Normal,Tuesday
13-08-2024,P116,Fashion,613,433.05,0,1,613,408,600.2,Festival,Tuesday
13-08-2024,P117,Home,987.05,643.65,5,0,0,479,939.21,Holiday,Tuesday
13-08-2024,P118,Home,251,181.65,0,1,251,140,243.28,Normal,Tuesday
13-08-2024,P119,Fashion,1432,1105.57,0,0,0,341,1469.75,Normal,Tuesday
14-08-2024,P100,Electronics,1042,823.81,0,3,3126,249,1092.01,Holiday,Wednesday
14-08-2024,P101,Sports,225.9,157.5,10,4,903.6,327,226.86,Normal,Wednesday
14-08-2024,P102,Fashion,1076,850,0,1,1076,390,1103.77,Normal,Wednesday
14-08-2024,P103,Sports,424.65,327.08,5,1,424.65,416,445.29,Normal,Wednesday
14-08-2024,P104,Fashion,653,452.99,0,0,0,206,678.23,Normal,Wednesday
14-08-2024,P105,Home,427.5,331.97,5,2,855,88,424.69,Festival,Wednesday
14-08-2024,P106,Electronics,1308.6,995.35,10,1,1308.6,47,1345.63,Sale,Wednesday
14-08-2024,P107,Electronics,620,378.28,0,3,1860,157,628.87,Normal,Wednesday
14-08-2024,P108,Home,211.85,155.82,5,6,1271.1,152,202.02,Normal,Wednesday
14-08-2024,P109,Sports,876.6,770.08,10,0,0,483,838.52,Sale,Wednesday
14-08-2024,P110,Sports,800,596.65,0,0,0,385,835.57,Sale,Wednesday
14-08-2024,P111,Electronics,315,223.12,0,5,1575,470,329.87,Normal,Wednesday
14-08-2024,P112,Electronics,884,562.78,0,4,3536,131,905.65,Normal,Wednesday
14-08-2024,P113,Fashion,386,289.38,0,0,0,297,394.38,Sale,Wednesday
14-08-2024,P114,Home,1455,899.3,0,0,0,132,1408.1,Normal,Wednesday
14-08-2024,P115,Sports,1061.15,825.43,5,0,0,91,1024.81,Holiday,Wednesday
14-08-2024,P116,Sports,696.15,496.09,15,4,2784.6,100,719.95,Normal,Wednesday
14-08-2024,P117,Fashion,329,235.32,0,0,0,160,317.18,Normal,Wednesday
14-08-2024,P118,Fashion,1497,918.97,0,0,0,348,1569.44,Normal,Wednesday
14-08-2024,P119,Sports,228.6,202.79,10,8,1828.8,101,235.29,Holiday,Wednesday
15-08-2024,P100,Home,340.2,248.44,10,3,1020.6,451,324.7,Sale,Thursday
15-08-2024,P101,Sports,365,231.97,0,2,730,420,379.47,Sale,Thursday
15-08-2024,P102,Sports,1231.65,923.03,15,3,3694.95,341,1177.43,Normal,Thursday
15-08-2024,P103,Fashion,342,226.51,0,5,1710,479,352.52,Festival,Thursday
15-08-2024,P104,Home,1352,832.95,0,0,0,167,1401.71,Festival,Thursday
15-08-2024,P105,Electronics,962.1,758.58,10,0,0,343,954.99,Normal,Thursday
15-08-2024,P106,Fashion,579.5,474.55,5,0,0,427,566.46,Normal,Thursday
15-08-2024,P107,Fashion,430.2,305.89,10,4,1720.8,73,447.91,Normal,Thursday
15-08-2024,P108,Sports,1189,761.87,0,0,0,93,1200.77,Normal,Thursday
15-08-2024,P109,Sports,794,624.18,0,2,1588,357,787.31,Festival,Thursday
15-08-2024,P110,Electronics,1065.05,948.33,15,0,0,466,1093.55,Normal,Thursday
15-08-2024,P111,Electronics,1277,974.5,0,0,0,104,1216.65,Holiday,Thursday
15-08-2024,P112,Fashion,797,551.74,0,1,797,272,834.6,Normal,Thursday
15-08-2024,P113,Electronics,387,268.77,0,0,0,110,374.16,Sale,Thursday
15-08-2024,P114,Fashion,466,315.08,0,0,0,491,478.81,Sale,Thursday
15-08-2024,P115,Fashion,533.9,397.19,5,2,1067.8,233,536.97,Normal,Thursday
15-08-2024,P116,Electronics,1459,1135.98,0,0,0,171,1451,Holiday,Thursday
15-08-2024,P117,Electronics,1078.65,812.83,15,2,2157.3,231,1025.35,Normal,Thursday
15-08-2024,P118,Fashion,501,321.79,0,1,501,444,496.28,Normal,Thursday
15-08-2024,P119,Electronics,214.7,179.56,5,7,1502.9,449,210.02,Sale,Thursday
16-08-2024,P100,Fashion,861,649.65,0,0,0,334,885.13,Festival,Friday
16-08-2024,P101,Electronics,762,536.34,0,0,0,428,728.28,Festival,Friday
16-08-2024,P102,Home,1406.95,1034.88,5,0,0,304,1338.76,Holiday,Friday
16-08-2024,P103,Sports,868,623.17,0,2,1736,279,902.68,Normal,Friday
16-08-2024,P104,Fashion,584,363.4,0,1,584,26,557.33,Normal,Friday
16-08-2024,P105,Electronics,487,339.35,0,2,974,192,485.21,Normal,Friday
16-08-2024,P106,Electronics,369,261.42,10,4,1476,245,359.27,Normal,Friday
16-08-2024,P107,Electronics,635,446.45,0,3,1905,30,639.67,Normal,Friday
16-08-2024,P108,Fashion,728.45,616.07,15,7,5099.15,21,763.78,Normal,Friday
16-08-2024,P109,Fashion,762.3,607.91,10,4,3049.2,229,771.38,Normal,Friday
16-08-2024,P110,Fashion,1437,928.37,0,0,0,32,1468.79,Normal,Friday
16-08-2024,P111,Sports,366,279.67,0,1,366,359,367.15,Normal,Friday
16-08-2024,P112,Electronics,562.5,430.7,10,0,0,397,566.76,Normal,Friday
16-08-2024,P113,Fashion,1251,889.76,0,3,3753,165,1221.46,Normal,Friday
16-08-2024,P114,Sports,305,228.63,0,6,1830,341,308.18,Normal,Friday
16-08-2024,P115,Electronics,643,433.52,0,6,3858,389,645.93,Holiday,Friday
16-08-2024,P116,Home,1009.85,795.03,5,0,0,70,983.19,Normal,Friday
16-08-2024,P117,Electronics,1171.3,1040.51,15,1,1171.3,111,1202.24,Sale,Friday
16-08-2024,P118,Sports,218,173.89,0,1,218,221,224.74,Normal,Friday
16-08-2024,P119,Home,1163.7,874.27,10,0,0,313,1126.07,Normal,Friday
17-08-2024,P100,Sports,930,698.97,0,0,0,40,935.17,Holiday,Saturday
17-08-2024,P101,Electronics,1026,652.47,0,1,1026,152,1052.66,Normal,Saturday
17-08-2024,P102,Home,591.85,430.5,5,5,2959.25,61,566.9,Normal,Saturday
17-08-2024,P103,Fashion,226.95,203.43,15,5,1134.75,58,222.77,Normal,Saturday
17-08-2024,P104,Electronics,1079,751.4,0,0,0,348,1036.01,Holiday,Saturday
17-08-2024,P105,Fashion,524,380.09,0,2,1048,134,533.9,Festival,Saturday
17-08-2024,P106,Sports,897.3,669.75,10,4,3589.2,81,917.38,Normal,Saturday
17-08-2024,P107,Electronics,484.5,343.9,5,2,969,352,508.38,Normal,Saturday
17-08-2024,P108,Home,796,575.36,0,4,3184,206,827.6,Festival,Saturday
17-08-2024,P109,Home,689,462.14,0,0,0,417,707.79,Sale,Saturday
17-08-2024,P110,Home,1215,734.56,0,3,3645,435,1165.73,Normal,Saturday
17-08-2024,P111,Fashion,689.4,567.61,10,2,1378.8,89,659.14,Normal,Saturday
17-08-2024,P112,Electronics,688.5,535.69,10,0,0,328,713.53,Festival,Saturday
17-08-2024,P113,Sports,577,387.79,0,1,577,412,572.42,Normal,Saturday
17-08-2024,P114,Electronics,264,175.47,0,1,264,416,267.92,Normal,Saturday
17-08-2024,P115,Electronics,442.7,355.75,5,2,885.4,204,449.12,Normal,Saturday
17-08-2024,P116,Fashion,883.8,658.01,10,1,883.8,234,902.16,Sale,Saturday
17-08-2024,P117,Fashion,1189.4,934.29,5,4,4757.6,359,1235.42,Normal,Saturday
17-08-2024,P118,Home,268,201.67,0,3,804,111,267.66,Sale,Saturday
17-08-2024,P119,Fashion,369.55,300.48,5,4,1478.2,59,369.87,Normal,Saturday
18-08-2024,P100,Fashion,1031.4,902.25,10,0,0,335,1060.19,Normal,Sunday
18-08-2024,P101,Sports,455.05,349.04,5,4,1820.2,173,474.11,Normal,Sunday
18-08-2024,P102,Home,670,489.58,0,0,0,456,646.07,Normal,Sunday
18-08-2024,P103,Sports,932,715.3,0,0,0,100,928.53,Holiday,Sunday
18-08-2024,P104,Sports,974.7,856.34,10,0,0,338,1012.82,Normal,Sunday
18-08-2024,P105,Sports,584,459.79,0,3,1752,224,588.69,Normal,Sunday
18-08-2024,P106,Sports,1308,861.37,0,1,1308,160,1355.78,Sale,Sunday
18-08-2024,P107,Fashion,1294.85,990.3,5,0,0,42,1243.55,Normal,Sunday
18-08-2024,P108,Electronics,1178.95,1025.21,15,3,3536.85,417,1183.1,Normal,Sunday
18-08-2024,P109,Sports,369.55,304.11,5,2,739.1,360,362.7,Sale,Sunday
18-08-2024,P110,Sports,1034.1,726.17,10,2,2068.2,63,1019.16,Sale,Sunday
18-08-2024,P111,Sports,1054,829.71,0,0,0,337,1090.87,Festival,Sunday
18-08-2024,P112,Sports,1237.85,973.55,5,2,2475.7,284,1245.2,Sale,Sunday
18-08-2024,P113,Fashion,446,356.53,0,4,1784,210,452.93,Normal,Sunday
18-08-2024,P114,Home,215.65,175.26,5,9,1940.85,87,212.71,Normal,Sunday
18-08-2024,P115,Fashion,679,454.48,0,0,0,448,699.6,Sale,Sunday
18-08-2024,P116,Fashion,1114.35,786.96,15,0,0,354,1109.31,Festival,Sunday
18-08-2024,P117,Fashion,669,407.69,0,0,0,20,637.67,Normal,Sunday
18-08-2024,P118,Electronics,1117.2,810.33,5,0,0,382,1132.55,Normal,Sunday
18-08-2024,P119,Fashion,517,387.64,0,2,1034,465,505.44,Normal,Sunday
19-08-2024,P100,Fashion,1173,876.9,0,0,0,369,1205.01,Normal,Monday
19-08-2024,P101,Electronics,486,427.34,10,2,972,405,478.5,Normal,Monday
19-08-2024,P102,Home,1393,1111.58,0,0,0,302,1344.08,Sale,Monday
19-08-2024,P103,Electronics,217.8,154.14,10,3,653.4,323,207.31,Normal,Monday
19-08-2024,P104,Sports,1150.2,848.12,10,6,6901.2,223,1151.36,Normal,Monday
19-08-2024,P105,Home,682.1,496.57,5,2,1364.2,55,683.9,Sale,Monday
19-08-2024,P106,Home,539.75,492.5,15,2,1079.5,140,515.43,Normal,Monday
19-08-2024,P107,Sports,497.7,420.54,10,1,497.7,344,510.54,Normal,Monday
19-08-2024,P108,Electronics,916,658.69,0,2,1832,256,956.05,Sale,Monday
19-08-2024,P109,Sports,868,612.14,0,0,0,253,829.35,Normal,Monday
19-08-2024,P110,Electronics,239.4,158.81,5,6,1436.4,279,231.61,Normal,Monday
19-08-2024,P111,Fashion,1407.9,1110.23,5,2,2815.8,182,1405.15,Normal,Monday
19-08-2024,P112,Fashion,1322,887.33,0,0,0,288,1321.25,Festival,Monday
19-08-2024,P113,Electronics,360,276.77,10,3,1080,483,360.11,Normal,Monday
19-08-2024,P114,Fashion,845.75,624.52,15,3,2537.25,90,829.51,Normal,Monday
19-08-2024,P115,Home,230,168.59,0,5,1150,25,236.01,Normal,Monday
19-08-2024,P116,Sports,357,237.31,0,7,2499,409,367.63,Festival,Monday
19-08-2024,P117,Fashion,891,554.74,0,1,891,229,877.08,Normal,Monday
19-08-2024,P118,Sports,1207,890.15,0,1,1207,196,1219.41,Normal,Monday
19-08-2024,P119,Electronics,478.8,380.07,5,3,1436.4,470,481.75,Normal,Monday
20-08-2024,P100,Fashion,1101,828.69,0,1,1101,284,1091.4,Festival,Tuesday
